,source,text,type,category,label,English
540, Emilian Pavel,"„Nu ați făcut însă nicio referire la faptul că în toate rapoartele MCV din ultimii 10 ani, 11 ani de fapt, nu a apărut nici măcar un abuz. Un abuz menționat chiar și de doamna Grapini mai înainte cum ar fi cel menționat de președintele Curții Constituționale, Augustin Zegrean, un abuz care a fost comunicat comisiei MCV și care nu a apărut nicăieri.”", DECLARAȚII Justitie,Fals,3,"„Nu ați făcut însă nicio referire la faptul că în toate rapoartele MCV din ultimii 10 ani, 11 ani de fapt, nu a apărut nici măcar un abuz. Un abuz menționat chiar și de doamna Grapini mai înainte cum ar fi cel menționat de președintele Curții Constituționale, Augustin Zegrean, un abuz care a fost comunicat comisiei MCV și care nu a apărut nicăieri.”"
541, Liviu Dragnea,„Pe oameni îi sperie că există țări în care s-a legalizat căsătoria dintre un om și un animal”., DECLARAȚII Politica,Fals,3,„Pe oameni îi sperie că există țări în care s-a legalizat căsătoria dintre un om și un animal”.
542, Călin Popescu Tăriceanu,"[...] nicăieri, nicio țară din Europa, nu se admit manifestații în preajma clădirilor statului, cum a fost cazul la noi, aviz amatorilor pe mai departe. [...]", DECLARAȚII Politica,Fals,3,"[...] nicăieri, nicio țară din Europa, nu se admit manifestații în preajma clădirilor statului, cum a fost cazul la noi, aviz amatorilor pe mai departe. [...]"
543, Liviu Dragnea,Vor să mă bage la puşcărie cu un complet făcut cu încălcarea legii., DECLARAȚII Justitie,Fals,3,Vor să mă bage la puşcărie cu un complet făcut cu încălcarea legii.
544, Liviu Dragnea,"„Şi acum am fost condamnat (n.r. în dosarul angajărilor fictive de la Direcţia Generale de Asistenţă Socială şi Protecţie a Copilului Teleorman) - se spune acolo într-adevăr că nu sunt probe, se spune acolo că într-adevăr cele două doamne au spus că nu le-am intimidat, nu le-am influenţat, nu le-am instigat eu să le ţină la serviciu pe cele două, dar există studii sociologice sau psihologice, nu mai ţin minte exact, pe care s-au bazat. Adică eu sunt condamnat la închisoare pe baza unui studiu psihologic… sau sociologic, nu pe probe.”", DECLARAȚII Justitie,Fals,3,"„Şi acum am fost condamnat (n.r. în dosarul angajărilor fictive de la Direcţia Generale de Asistenţă Socială şi Protecţie a Copilului Teleorman) - se spune acolo într-adevăr că nu sunt probe, se spune acolo că într-adevăr cele două doamne au spus că nu le-am intimidat, nu le-am influenţat, nu le-am instigat eu să le ţină la serviciu pe cele două, dar există studii sociologice sau psihologice, nu mai ţin minte exact, pe care s-au bazat. Adică eu sunt condamnat la închisoare pe baza unui studiu psihologic… sau sociologic, nu pe probe.”"
545, Ioan Mircea Pașcu,"„Felicitari, dle Cioloș, deci, deși erați informat oficial încă din Iunie 2016, nu ați intreprins absolut nimic, pana la “luarea de poziție” referitoare la “incompetenta” actualului guvern!?”", DECLARAȚII Politica,Fals,3,"„Felicitari, dle Cioloș, deci, deși erați informat oficial încă din Iunie 2016, nu ați intreprins absolut nimic, pana la “luarea de poziție” referitoare la “incompetenta” actualului guvern!?”"
546, Maria Grapini,"Ca să se ajungă la o decizie de dezbatere în plen şi rezoluţie pentru România, trebuie mai întâi să treacă prin Comisia LIBE (Comisia pentru libertăţi civile, justiţie şi afaceri interne – n.r.). (...) Deci în plenară se ajunge, conform regulamentului, după ce în Comisia LIBE se aduc argumente de o parte şi de alta la subiectul respectiv şi Comisia decide dacă este de competenţa deja de plenară. Deci nu ştiu de ce a avansat acest lucru, pentru că nu cred că ştie domnul Mureşan (Siegfried Mureşan, europarlamentar PNL – n.r.) ce se va decide în Comisia LIBE din care dumnealui nu face parte.", DECLARAȚII Politica,Fals,3,"Ca să se ajungă la o decizie de dezbatere în plen şi rezoluţie pentru România, trebuie mai întâi să treacă prin Comisia LIBE (Comisia pentru libertăţi civile, justiţie şi afaceri interne – n.r.). (...) Deci în plenară se ajunge, conform regulamentului, după ce în Comisia LIBE se aduc argumente de o parte şi de alta la subiectul respectiv şi Comisia decide dacă este de competenţa deja de plenară. Deci nu ştiu de ce a avansat acest lucru, pentru că nu cred că ştie domnul Mureşan (Siegfried Mureşan, europarlamentar PNL – n.r.) ce se va decide în Comisia LIBE din care dumnealui nu face parte."
547, Nicu Fălcoi,"Chiar nu e nevoie neapărat să se înființeze o noua comisie. Comisiile de Apărare din cele două camere au în atribuțiile lor supravegherea instituțiilor de forță ale statului. În Comisia de Apărare din Senat vom încerca din nou să-i aducem pe cei trei protagoniști din 10 august: ministrul, prefectul și comandantul dispozitivului.", DECLARAȚII Politica,Adevărat,0,"Chiar nu e nevoie neapărat să se înființeze o noua comisie. Comisiile de Apărare din cele două camere au în atribuțiile lor supravegherea instituțiilor de forță ale statului. În Comisia de Apărare din Senat vom încerca din nou să-i aducem pe cei trei protagoniști din 10 august: ministrul, prefectul și comandantul dispozitivului."
548, Ionel Dancă,Tripleta Vâlcov – Teodorovici – Mişa pune în pericol plata salariilor şi pensiilor […] Datele oficiale la 7 luni confirmă că Guvernul a făcut un buget prost încă de la început şi de aceea are nevoie de o rectificare bugetară., DECLARAȚII Finante,Parțial Adevărat,1,Tripleta Vâlcov – Teodorovici – Mişa pune în pericol plata salariilor şi pensiilor […] Datele oficiale la 7 luni confirmă că Guvernul a făcut un buget prost încă de la început şi de aceea are nevoie de o rectificare bugetară.
549, Eugen Teodorovici,"Fondul de rezervă a primului-ministru este astăzi pe zero, pentru că am alimentat tot timpul situaţiile care au apărut: inundaţii, calamităţi naturale, pesta porcină", DECLARAȚII Finante,Parțial Adevărat,1,"Fondul de rezervă a primului-ministru este astăzi pe zero, pentru că am alimentat tot timpul situaţiile care au apărut: inundaţii, calamităţi naturale, pesta porcină"
550, Siegfried Mureșan,"„Pentru a deveni stat membru al zonei euro trebuie îndeplinite cinci condiţii. Prima este condiţia datoriei publice, sub 60% din PIB. În România datoria este în creştere, acest guvern ne îndatorează, dar încă suntem sub această limită. Este singura condiţie pe care o îndeplinim. În urmă cu doi ani de zile îndeplineam şi cea de-a doua condiţie, şi anume criteriul inflaţiei. Când PSD a venit la guvernare, inflaţia în România era 0%. În urmă cu un an de zile era 0,6%, acum este peste 5%. Deci, nu mai îndeplinim criteriul inflaţiei. Suntem statul membru al UE cu cea mai mare rată a inflaţiei.”", DECLARAȚII Externe,Adevărat,0,"„Pentru a deveni stat membru al zonei euro trebuie îndeplinite cinci condiţii. Prima este condiţia datoriei publice, sub 60% din PIB. În România datoria este în creştere, acest guvern ne îndatorează, dar încă suntem sub această limită. Este singura condiţie pe care o îndeplinim. În urmă cu doi ani de zile îndeplineam şi cea de-a doua condiţie, şi anume criteriul inflaţiei. Când PSD a venit la guvernare, inflaţia în România era 0%. În urmă cu un an de zile era 0,6%, acum este peste 5%. Deci, nu mai îndeplinim criteriul inflaţiei. Suntem statul membru al UE cu cea mai mare rată a inflaţiei.”"
551, Victor Ponta,"România este ţara din UE care se împrumută cel mai scump. Mai scump şi decât Grecia. Am văzut acum datele de la începutul lunii august, este prima dată când Grecia nu mai este ţara care se împrumută cel mai scump, ci România este. ", DECLARAȚII Finante,Adevărat,0,"România este ţara din UE care se împrumută cel mai scump. Mai scump şi decât Grecia. Am văzut acum datele de la începutul lunii august, este prima dată când Grecia nu mai este ţara care se împrumută cel mai scump, ci România este. "
552, Tudor Benga,"Cât privește relația României cu Germania de azi cred că a spune doar că discutăm de cel mai mare partener comercial al nostru, de cel mai mare investitor străin direct în România, si de a treia țară ca destinație de imigrație după Italia și Spania e doar un grăunte din cât de complexă și importantă e această relație.", DECLARAȚII Externe,Parțial Adevărat,1,"Cât privește relația României cu Germania de azi cred că a spune doar că discutăm de cel mai mare partener comercial al nostru, de cel mai mare investitor străin direct în România, si de a treia țară ca destinație de imigrație după Italia și Spania e doar un grăunte din cât de complexă și importantă e această relație."
553, Liviu Pop,"[Presedintele Klaus Iohannis] face o acuzație ipocrită din perspectiva zilei de 23 august și în perspectiva fostei „demnități” a domniei sale, aceea de președinte al unui continuator al Grupului... organizația nazistă.. Forumul. A condus Forumul German, care a fost continuatorul acelui Grup care a fost condamnat public față de...Unei entități naziste, asta o spun nu eu, o spun alții.", DECLARAȚII Politica,Parțial Fals,2,"[Presedintele Klaus Iohannis] face o acuzație ipocrită din perspectiva zilei de 23 august și în perspectiva fostei „demnități” a domniei sale, aceea de președinte al unui continuator al Grupului... organizația nazistă.. Forumul. A condus Forumul German, care a fost continuatorul acelui Grup care a fost condamnat public față de...Unei entități naziste, asta o spun nu eu, o spun alții."
554, Ludovic Orban,"Am inițiat o serie de demersuri, convocarea unei Sesiuni Extraordinare, un lucru care a fost inițiat regulamentar, iar Președintele Camerei Deputaților Liviu Dragnea, în mod nejustificat a refuzat organizarea sesiunii extraordinare, un atribut al președintelui Camerei Deputaților, iar refuzul de convocare este fără precedent pentru cei 28 de ani de democrație.", DECLARAȚII Politica,Fals,3,"Am inițiat o serie de demersuri, convocarea unei Sesiuni Extraordinare, un lucru care a fost inițiat regulamentar, iar Președintele Camerei Deputaților Liviu Dragnea, în mod nejustificat a refuzat organizarea sesiunii extraordinare, un atribut al președintelui Camerei Deputaților, iar refuzul de convocare este fără precedent pentru cei 28 de ani de democrație."
555, Guvernul RomÃ¢niei,"Refuzul presedintelui Romaniei de a convoca de urgenta CSAT pentru avizarea proiectului rectificarii bugetare poate periclita nu doar veniturile categoriilor cele mai vulnerabile, adica pensionarii, mamele si copiii, ci si accesul pacientilor la serviciile medicale", DECLARAȚII Politica,Fals,3,"Refuzul presedintelui Romaniei de a convoca de urgenta CSAT pentru avizarea proiectului rectificarii bugetare poate periclita nu doar veniturile categoriilor cele mai vulnerabile, adica pensionarii, mamele si copiii, ci si accesul pacientilor la serviciile medicale"
556, Eugen Teodorovici,"Din punctul meu de vedere, poate să fie fără acest aviz, pentru că nu scrie nicăieri în lege, dar s-a mers pe o cutumă […] Anul viitor sper sa nu mai avem nevoie de un astfel de aviz.", DECLARAȚII Politica,Fals,3,"Din punctul meu de vedere, poate să fie fără acest aviz, pentru că nu scrie nicăieri în lege, dar s-a mers pe o cutumă […] Anul viitor sper sa nu mai avem nevoie de un astfel de aviz."
557, Gabriela Zoană,"În istoria Parlamentului European nu există situaţii prin care o alianţă să fi exclus formal o anumită formaţiune, dar există situaţii în care anumite formaţiuni s-au retras voluntar din cadrul alianţelor din care făceau parte, în cazul în care nu se mai regăseau în valorile respectivei alianţe.", DECLARAȚII Politica,Parțial Fals,2,"În istoria Parlamentului European nu există situaţii prin care o alianţă să fi exclus formal o anumită formaţiune, dar există situaţii în care anumite formaţiuni s-au retras voluntar din cadrul alianţelor din care făceau parte, în cazul în care nu se mai regăseau în valorile respectivei alianţe."
558, Klaus Iohannis,"„Ordonanța menține doar programul de finanțare NUCLEU și anulează finanțările instituționale de performanță, renunțându-se la evaluarea internațională.”", DECLARAȚII Finante,Adevărat,0,"„Ordonanța menține doar programul de finanțare NUCLEU și anulează finanțările instituționale de performanță, renunțându-se la evaluarea internațională.”"
559, Viorica Dăncilă,"„Bilanțul primelor șase luni de guvernare a fost receptat pozitiv în mare parte, existând totodată observații și critici - legitime într-un sistem democratic european - care încurajează diversitatea de opinii. În acest context, a fost anunțată o manifestare de protest, la București, pentru data de 10 august, la care urmau să participe reprezentanți din diaspora românească.”", DECLARAȚII Politica,Fals,3,"„Bilanțul primelor șase luni de guvernare a fost receptat pozitiv în mare parte, existând totodată observații și critici - legitime într-un sistem democratic european - care încurajează diversitatea de opinii. În acest context, a fost anunțată o manifestare de protest, la București, pentru data de 10 august, la care urmau să participe reprezentanți din diaspora românească.”"
